"symbol","Margin Mode","Position Side","Entry Price","Avg. Close Pirce","Max Open Interest","Closed Vol.","Closing PNL","Funding Fee","Transaction Fee","Transaction Fee(BNB)","Opened","Closed","Status"
"MATICUSDT","Cross","Long","0.50180000","0.50380000","11.00000000","11.00000000","0.02200000","0E-8","-0.00110396","0E-8","2024-07-10 12:48:17.261","2024-07-10 12:58:30.811","Closed"
"MATICUSDT","Cross","Long","0.50570000","0.50470000","11.00000000","11.00000000","-0.01100000","0E-8","-0.00278135","0E-8","2024-07-10 11:47:30.674","2024-07-10 11:51:05.591","Closed"
"MATICUSDT","Cross","Long","0.50650000","0.50590000","11.00000000","11.00000000","-0.00660000","0E-8","-0.00389674","0E-8","2024-07-10 10:41:58.979","2024-07-10 10:44:55.667","Closed"
"MATICUSDT","Cross","Short","0.50700000","0.50520000","11.00000000","11.00000000","0.01980000","0.00055704","-0.00111539","0E-8","2024-07-10 07:34:38.089","2024-07-10 08:05:03.800","Closed"
"MATICUSDT","Cross","Long","0.50070000","0.50060000","11.00000000","11.00000000","-0.00110000","0E-8","-0.00110154","0E-8","2024-07-10 02:38:02.415","2024-07-10 02:38:03.760","Closed"
"MATICUSDT","Cross","Long","0.49930000","0.49920000","11.00000000","11.00000000","-0.00110000","0E-8","-0.00549175","0E-8","2024-07-10 02:07:18.710","2024-07-10 02:07:23.389","Closed"
"MATICUSDT","Cross","Long","0.50020000","0.50000000","11.00000000","11.00000000","-0.00220000","0E-8","-0.00550110","0E-8","2024-07-10 01:36:29.307","2024-07-10 01:36:30.989","Closed"
"MATICUSDT","Cross","Long","0.49630000","0.49800000","11.00000000","11.00000000","0.01870000","0E-8","-0.00109186","0E-8","2024-07-10 00:36:16.216","2024-07-10 00:42:21.728","Closed"
"MATICUSDT","Cross","Short","0.49950000","0.49990000","11.00000000","11.00000000","-0.00440000","0E-8","-0.00274725","0E-8","2024-07-10 00:06:04.299","2024-07-10 00:06:18.398","Closed"
"MATICUSDT","Cross","Long","0.49980000","0.49970000","11.00000000","11.00000000","-0.00109999","0E-8","-0.00274890","0E-8","2024-07-09 23:33:24.706","2024-07-09 23:33:26.112","Closed"
"MATICUSDT","Cross","Short","0.49890000","0.49930000","11.00000000","11.00000000","-0.00440000","0E-8","-0.00109757","0E-8","2024-07-09 23:01:20.490","2024-07-09 23:02:32.613","Closed"
"MATICUSDT","Cross","Short","0.49870000","0.49880000","11.00000000","11.00000000","-0.00110000","0E-8","-0.00274285","0E-8","2024-07-09 22:04:13.392","2024-07-09 22:04:15.567","Closed"
"MATICUSDT","Cross","Short","0.49830000","0.49840000","11.00000000","11.00000000","-0.00110000","0E-8","-0.00109626","0E-8","2024-07-09 21:05:09.515","2024-07-09 21:05:14.171","Closed"
"MATICUSDT","Cross","Long","0.49850000","0.49840000","11.00000000","11.00000000","-0.00109999","0E-8","-0.00274175","0E-8","2024-07-09 19:00:20.902","2024-07-09 19:00:22.418","Closed"
"MATICUSDT","Cross","Long","0.49880000","0.49870000","11.00000000","11.00000000","-0.00110000","0E-8","-0.00274340","0E-8","2024-07-09 18:21:45.375","2024-07-09 18:21:46.795","Closed"
"MATICUSDT","Cross","Long","0.49960000","0.49950000","11.00000000","11.00000000","-0.00109999","0E-8","-0.00109912","0E-8","2024-07-09 17:03:18.695","2024-07-09 17:03:22.627","Closed"
"MATICUSDT","Cross","Long","0.50000000","0.50000000","11.00000000","11.00000000","0E-8","0E-8","-0.00275000","0E-8","2024-07-09 16:00:50.120","2024-07-09 16:00:54.745","Closed"
"MATICUSDT","Cross","Short","0.50070000","0.50090000","11.00000000","11.00000000","-0.00219999","0E-8","-0.00275385","0E-8","2024-07-09 14:48:57.719","2024-07-09 14:49:03.214","Closed"
"MATICUSDT","Cross","Long","0.50120000","0.50120000","11.00000000","11.00000000","0E-8","0E-8","-0.00110264","0E-8","2024-07-09 13:35:45.149","2024-07-09 13:35:49.422","Closed"
"MATICUSDT","Cross","Long","0.50080000","0.50070000","11.00000000","11.00000000","-0.00109999","0E-8","-0.00275440","0E-8","2024-07-09 12:49:23.533","2024-07-09 12:49:25.025","Closed"
"MATICUSDT","Cross","Short","0.50060000","0.50080000","11.00000000","11.00000000","-0.00219999","0E-8","-0.00110132","0E-8","2024-07-09 12:06:21.822","2024-07-09 12:06:28.796","Closed"
"MATICUSDT","Cross","Short","0.50030000","0.50080000","11.00000000","11.00000000","-0.00550000","0E-8","-0.00275165","0E-8","2024-07-09 11:34:59.548","2024-07-09 11:35:13.307","Closed"
"MATICUSDT","Cross","Short","0.50050000","0.50070000","11.00000000","11.00000000","-0.00220000","0E-8","-0.00275275","0E-8","2024-07-09 10:53:34.242","2024-07-09 10:53:39.482","Closed"
"MATICUSDT","Cross","Short","0.50260000","0.50110000","11.00000000","11.00000000","0.01650000","0E-8","-0.00110571","0E-8","2024-07-09 08:50:45.781","2024-07-09 09:00:39.046","Closed"
"MATICUSDT","Cross","Long","0.50020000","0.50020000","11.00000000","11.00000000","0E-8","0E-8","-0.00275110","0E-8","2024-07-09 06:26:58.206","2024-07-09 06:27:03.002","Closed"
"MATICUSDT","Cross","Short","0.50070000","0.49890000","11.00000000","11.00000000","0.01980000","0E-8","-0.00110154","0E-8","2024-07-09 04:44:33.019","2024-07-09 04:53:19.225","Closed"
"MATICUSDT","Cross","Short","0.48700000","0.48790000","11.00000000","11.00000000","-0.00990000","0E-8","-0.00107139","0E-8","2024-07-08 16:30:04.448","2024-07-08 16:32:30.542","Closed"
"MATICUSDT","Cross","Long","0.48680000","0.48780000","11.00000000","11.00000000","0.01100000","0E-8","0E-8","0E-8","2024-07-08 14:37:51.713","2024-07-08 14:38:19.670","Closed"
"MATICUSDT","Cross","Long","0.50560000","0.50430000","11.00000000","11.00000000","-0.01430000","0E-8","-0.00278080","0E-8","2024-07-08 14:07:45.618","2024-07-08 14:11:39.727","Closed"
"MATICUSDT","Cross","Short","0.50480000","0.50360000","11.00000000","11.00000000","0.01320000","0E-8","-0.00277640","0E-8","2024-07-08 13:34:26.609","2024-07-08 13:36:03.401","Closed"
"MATICUSDT","Cross","Short","0.50420000","0.50520000","11.00000000","11.00000000","-0.01100000","0E-8","-0.00277310","0E-8","2024-07-08 13:04:19.824","2024-07-08 13:05:14.254","Closed"
"MATICUSDT","Cross","Long","0.50690000","0.50570000","11.00000000","11.00000000","-0.01320000","0E-8","-0.00278795","0E-8","2024-07-08 12:21:52.614","2024-07-08 12:29:45.702","Closed"
"MATICUSDT","Cross","Short","0.51250000","0.51110000","11.00000000","11.00000000","0.01540000","0E-8","-0.00112750","0E-8","2024-07-08 09:05:05.748","2024-07-08 09:10:03.843","Closed"
"MATICUSDT","Cross","Short","0.50020000","0.50090000","11.00000000","11.00000000","-0.00770000","0E-8","-0.00550605","0E-8","2024-07-08 08:35:47.048","2024-07-08 08:37:51.915","Closed"
"MATICUSDT","Cross","Long","0.48750000","0.48930000","11.00000000","11.00000000","0.01980000","0E-8","-0.00107250","0E-8","2024-07-08 08:05:51.295","2024-07-08 08:06:39.442","Closed"
"MATICUSDT","Cross","Long","0.48750000","0.48880000","11.00000000","11.00000000","0.01430000","0E-8","-0.00107250","0E-8","2024-07-08 06:27:17.363","2024-07-08 06:30:56.957","Closed"
"MATICUSDT","Cross","Long","0.48350000","0.48200000","11.00000000","11.00000000","-0.01650000","0E-8","-0.00106370","0E-8","2024-07-08 05:56:56.864","2024-07-08 06:06:18.776","Closed"
"MATICUSDT","Cross","Long","0.47370000","0.47520000","11.00000000","11.00000000","0.01650000","0E-8","-0.00260535","0E-8","2024-07-08 03:32:35.218","2024-07-08 03:33:36.737","Closed"
"MATICUSDT","Cross","Long","0.47460000","0.47600000","11.00000000","11.00000000","0.01540000","0E-8","-0.00261030","0E-8","2024-07-08 03:00:29.864","2024-07-08 03:02:03.408","Closed"
"MATICUSDT","Cross","Long","0.46250000","0.46100000","11.00000000","11.00000000","-0.01650000","0E-8","-0.00101750","0E-8","2024-07-08 01:17:00.453","2024-07-08 01:17:31.350","Closed"
"MATICUSDT","Cross","Long","0.47980000","0.48030000","11.00000000","11.00000000","0.00550000","0E-8","-0.00105556","0E-8","2024-07-08 00:17:51.655","2024-07-08 00:18:50.544","Closed"
"MATICUSDT","Cross","Short","0.47810000","0.47730000","11.00000000","11.00000000","0.00879999","0E-8","-0.00105182","0E-8","2024-07-07 23:40:19.784","2024-07-07 23:43:41.681","Closed"
"MATICUSDT","Cross","Short","0.49040000","0.49150000","11.00000000","11.00000000","-0.01210000","0E-8","-0.00107888","0E-8","2024-07-07 20:51:30.194","2024-07-07 21:03:54.970","Closed"
"MATICUSDT","Cross","Long","0.49490000","0.49700000","11.00000000","11.00000000","0.02310000","0E-8","-0.00108877","0E-8","2024-07-07 17:57:06.323","2024-07-07 18:09:11.275","Closed"
"MATICUSDT","Cross","Short","0.48880000","0.49020000","11.00000000","11.00000000","-0.01540000","0E-8","-0.00268840","0E-8","2024-07-07 17:24:10.113","2024-07-07 17:37:53.029","Closed"
"MATICUSDT","Cross","Long","0.48900000","0.49120000","11.00000000","11.00000000","0.02420000","0E-8","-0.00268950","0E-8","2024-07-07 16:40:43.083","2024-07-07 17:04:59.598","Closed"
"MATICUSDT","Cross","Short","0.48240000","0.48420000","11.00000000","11.00000000","-0.01980000","0E-8","-0.00265320","0E-8","2024-07-07 15:50:51.415","2024-07-07 15:55:37.873","Closed"
"MATICUSDT","Cross","Long","0.48400000","0.48180000","11.00000000","11.00000000","-0.02420000","0E-8","0E-8","0E-8","2024-07-07 15:08:26.430","2024-07-07 15:11:07.372","Closed"
"MATICUSDT","Cross","Long","0.48220000","0.48420000","11.00000000","11.00000000","0.02200000","0E-8","-0.00265210","0E-8","2024-07-07 14:26:10.219","2024-07-07 14:30:56.662","Closed"
"MATICUSDT","Cross","Short","0.49500000","0.49660000","11.00000000","11.00000000","-0.01760000","0E-8","-0.00108899","0E-8","2024-07-07 12:45:28.831","2024-07-07 12:52:39.117","Closed"
"MATICUSDT","Cross","Short","0.49860000","0.50040000","11.00000000","11.00000000","-0.01980000","0E-8","-0.00109691","0E-8","2024-07-07 11:18:34.938","2024-07-07 12:11:29.036","Closed"
"MATICUSDT","Cross","Short","0.49860000","0.50040000","11.00000000","11.00000000","-0.01980000","0E-8","-0.00109691","0E-8","2024-07-07 09:38:23.811","2024-07-07 10:04:19.592","Closed"
"MATICUSDT","Cross","Long","0.49880000","0.49730000","11.00000000","11.00000000","-0.01650000","0E-8","-0.00109735","0E-8","2024-07-07 09:00:44.665","2024-07-07 09:14:29.117","Closed"
"MATICUSDT","Cross","Long","0.49680000","0.49860000","11.00000000","11.00000000","0.01980000","-0.00054659","-0.00109296","0E-8","2024-07-07 07:55:11.489","2024-07-07 08:15:07.265","Closed"
"MATICUSDT","Cross","Long","0.49810000","0.50010000","11.00000000","11.00000000","0.02200000","0E-8","-0.00273955","0E-8","2024-07-07 05:14:24.245","2024-07-07 05:21:46.710","Closed"
"MATICUSDT","Cross","Long","0.50140000","0.49930000","11.00000000","11.00000000","-0.02310000","0E-8","-0.00110308","0E-8","2024-07-07 04:16:03.668","2024-07-07 04:33:15.314","Closed"
"MATICUSDT","Cross","Short","0.50030000","0.50200000","11.00000000","11.00000000","-0.01870000","0E-8","-0.00110066","0E-8","2024-07-07 03:10:37.698","2024-07-07 03:45:10.326","Closed"
"MATICUSDT","Cross","Long","0.50190000","0.50010000","11.00000000","11.00000000","-0.01980000","0E-8","-0.00276045","0E-8","2024-07-07 01:54:23.446","2024-07-07 03:10:25.632","Closed"
"MATICUSDT","Cross","Short","0.50340000","0.50080000","11.00000000","11.00000000","0.02860000","0E-8","-0.00276870","0E-8","2024-07-07 00:07:16.877","2024-07-07 00:55:44.677","Closed"
"MATICUSDT","Cross","Short","0.50580000","0.50380000","11.00000000","11.00000000","0.02200000","0.00055671","-0.00388366","0E-8","2024-07-06 23:37:12.534","2024-07-07 00:03:55.709","Closed"
"MATICUSDT","Cross","Long","0.50390000","0.50620000","11.00000000","11.00000000","0.02530000","0E-8","-0.00389268","0E-8","2024-07-06 22:10:43.118","2024-07-06 22:39:49.967","Closed"
"MATICUSDT","Cross","Short","0.49330000","0.49520000","11.00000000","11.00000000","-0.02090000","0E-8","0E-8","0E-8","2024-07-06 16:31:36.376","2024-07-06 16:33:05.366","Closed"
"MATICUSDT","Cross","Long","0.46760000","0.46590000","11.00000000","11.00000000","-0.01870000","0.00038174","0E-8","0E-8","2024-07-05 20:48:09.073","2024-07-06 05:14:29.899","Closed"
"MATICUSDT","Cross","Short","0.46780000","0.46930000","11.00000000","11.00000000","-0.01650000","0E-8","-0.00257290","0E-8","2024-07-05 19:02:21.773","2024-07-05 19:28:28.273","Closed"
"MATICUSDT","Cross","Short","0.46100000","0.46490000","11.00000000","11.00000000","-0.04290000","0E-8","-0.00101420","0E-8","2024-07-05 16:40:34.984","2024-07-05 17:38:37.694","Closed"
"MATICUSDT","Cross","Short","0.45730000","0.46120000","11.00000000","11.00000000","-0.04290000","0E-8","-0.00251514","0E-8","2024-07-05 12:32:03.143","2024-07-05 13:12:20.126","Closed"
"MATICUSDT","Cross","Long","0.48670000","0.48270000","11.00000000","11.00000000","-0.04400000","0E-8","-0.00107074","0E-8","2024-07-05 00:31:32.295","2024-07-05 00:34:58.512","Closed"
"MATICUSDT","Cross","Long","0.49380000","0.48920000","11.00000000","11.00000000","-0.05060000","0E-8","-0.00108636","0E-8","2024-07-05 00:00:27.086","2024-07-05 00:03:06.740","Closed"
"MATICUSDT","Cross","Long","0.50240000","0.49780000","11.00000000","11.00000000","-0.05060000","0E-8","-0.00110528","0E-8","2024-07-04 23:30:32.378","2024-07-04 23:41:12.286","Closed"
"MATICUSDT","Cross","Short","0.51050000","0.50480000","11.00000000","11.00000000","0.06270000","0E-8","-0.00112309","0E-8","2024-07-04 22:21:33.616","2024-07-04 23:06:55.452","Closed"
"MATICUSDT","Cross","Short","0.50530000","0.50950000","11.00000000","11.00000000","-0.04620000","0E-8","-0.00111166","0E-8","2024-07-04 20:09:48.861","2024-07-04 21:12:37.112","Closed"
"MATICUSDT","Cross","Long","0.49540000","0.50210000","11.00000000","11.00000000","0.07370000","0E-8","-0.00108988","0E-8","2024-07-04 13:30:18.057","2024-07-04 14:14:10.088","Closed"
"MATICUSDT","Cross","Long","0.50020000","0.49920000","11.00000000","11.00000000","-0.01100000","0E-8","-0.00275110","0E-8","2024-07-04 13:00:11.848","2024-07-04 13:06:05.420","Closed"
"MATICUSDT","Cross","Short","0.50700000","0.50870000","11.00000000","11.00000000","-0.01870000","0E-8","-0.00111539","0E-8","2024-07-04 12:24:09.554","2024-07-04 12:35:01.068","Closed"
"MATICUSDT","Cross","Short","0.51140000","0.50950000","11.00000000","11.00000000","0.02090000","0E-8","-0.00112508","0E-8","2024-07-04 10:07:59.728","2024-07-04 10:13:39.903","Closed"
"MATICUSDT","Cross","Short","0.51120000","0.50980000","11.00000000","11.00000000","0.01540000","0E-8","-0.00112464","0E-8","2024-07-04 09:10:03.658","2024-07-04 09:19:48.200","Closed"
"MATICUSDT","Cross","Short","0.51370000","0.51560000","11.00000000","11.00000000","-0.02090000","-0.00035765","-0.00113014","0E-8","2024-07-04 07:57:50.126","2024-07-04 08:03:07.434","Closed"
"MATICUSDT","Cross","Long","0.51500000","0.51750000","11.00000000","11.00000000","0.02750000","0E-8","-0.00397924","0E-8","2024-07-04 07:25:16.459","2024-07-04 07:37:29.715","Closed"
"MATICUSDT","Cross","Long","0.51460000","0.51320000","11.00000000","11.00000000","-0.01540000","0E-8","-0.00283030","0E-8","2024-07-04 07:15:22.795","2024-07-04 07:18:55.060","Closed"
"MATICUSDT","Cross","Long","0.51970000","0.51790000","11.00000000","11.00000000","-0.01980000","0E-8","-0.00399179","0E-8","2024-07-04 06:38:03.353","2024-07-04 06:47:36.129","Closed"
"MATICUSDT","Cross","Short","0.51650000","0.51830000","11.00000000","11.00000000","-0.01980000","0E-8","-0.00113630","0E-8","2024-07-04 06:29:59.994","2024-07-04 06:35:53.615","Closed"
"MATICUSDT","Cross","Short","0.51910000","0.51690000","11.00000000","11.00000000","0.02420000","0E-8","-0.00285505","0E-8","2024-07-04 06:09:29.490","2024-07-04 06:25:25.194","Closed"
"MATICUSDT","Cross","Long","0.52070000","0.51870000","11.00000000","11.00000000","-0.02200000","0E-8","-0.00286385","0E-8","2024-07-04 04:40:29.206","2024-07-04 06:09:22.961","Closed"
"MATICUSDT","Cross","Long","0.51830000","0.52020000","11.00000000","11.00000000","0.02090000","0E-8","-0.00114026","0E-8","2024-07-04 02:29:55.322","2024-07-04 02:56:06.075","Closed"
"MATICUSDT","Cross","Long","0.51600000","0.51830000","11.00000000","11.00000000","0.02530000","0E-8","-0.00283800","0E-8","2024-07-04 02:24:16.899","2024-07-04 02:29:48.223","Closed"
"MATICUSDT","Cross","Long","0.51310000","0.51600000","11.00000000","11.00000000","0.03190000","0E-8","-0.00564355","0E-8","2024-07-04 02:10:47.053","2024-07-04 02:24:10.612","Closed"
"MATICUSDT","Cross","Long","0.51110000","0.51300000","11.00000000","11.00000000","0.02090000","0E-8","-0.00393547","0E-8","2024-07-04 02:09:23.622","2024-07-04 02:10:40.462","Closed"
"MATICUSDT","Cross","Long","0.51360000","0.51110000","11.00000000","11.00000000","-0.02750000","0E-8","-0.01070663","0E-8","2024-07-04 02:04:42.512","2024-07-04 02:08:35.561","Closed"
"MATICUSDT","Cross","Long","0.51100000","0.51340000","11.00000000","11.00000000","0.02640000","0E-8","0E-8","0E-8","2024-07-04 02:03:33.548","2024-07-04 02:04:29.569","Closed"
"MATICUSDT","Cross","Long","0.51130000","0.51230000","11.00000000","11.00000000","0.01100000","0E-8","0E-8","0E-8","2024-07-04 02:03:17.895","2024-07-04 02:03:21.773","Closed"
"MATICUSDT","Cross","Long","0.51310000","0.51130000","11.00000000","11.00000000","-0.01980000","0E-8","-0.00282865","0E-8","2024-07-04 02:00:05.563","2024-07-04 02:00:35.046","Closed"
"MATICUSDT","Cross","Long","0.51430000","0.51320000","11.00000000","11.00000000","-0.01210000","0E-8","0E-8","0E-8","2024-07-04 01:58:49.358","2024-07-04 01:59:58.706","Closed"
"MATICUSDT","Cross","Long","0.51460000","0.50980000","11.00000000","11.00000000","-0.05280000","0E-8","-0.00565950","0E-8","2024-07-04 01:56:32.950","2024-07-04 01:57:07.951","Closed"
"MATICUSDT","Cross","Long","0.51680000","0.51440000","11.00000000","11.00000000","-0.02640000","0E-8","-0.00568480","0E-8","2024-07-04 01:52:37.489","2024-07-04 01:56:26.431","Closed"
"MATICUSDT","Cross","Long","0.51520000","0.51680000","11.00000000","11.00000000","0.01760000","0E-8","-0.00283360","0E-8","2024-07-04 01:46:26.800","2024-07-04 01:52:30.905","Closed"
"MATICUSDT","Cross","Short","0.51490000","0.51610000","11.00000000","11.00000000","-0.01320000","0E-8","-0.00113277","0E-8","2024-07-04 01:44:04.046","2024-07-04 01:44:54.622","Closed"
"MATICUSDT","Cross","Short","0.51480000","0.51730000","11.00000000","11.00000000","-0.02750000","0E-8","-0.00283140","0E-8","2024-07-04 01:38:47.206","2024-07-04 01:39:14.929","Closed"
"MATICUSDT","Cross","Short","0.52750000","0.52600000","11.00000000","11.00000000","0.01650000","0E-8","-0.00290125","0E-8","2024-07-04 01:10:38.671","2024-07-04 01:15:26.122","Closed"
"MATICUSDT","Cross","Short","0.53150000","0.52980000","11.00000000","11.00000000","0.01870000","0E-8","-0.00292325","0E-8","2024-07-04 00:59:12.934","2024-07-04 01:07:21.774","Closed"
"MATICUSDT","Cross","Long","0.53390000","0.53220000","11.00000000","11.00000000","-0.01870000","0E-8","-0.00293645","0E-8","2024-07-04 00:36:03.161","2024-07-04 00:55:10.288","Closed"
"MATICUSDT","Cross","Long","0.53090000","0.53280000","11.00000000","11.00000000","0.02090000","0.00031780","0E-8","0E-8","2024-07-03 23:18:15.433","2024-07-04 00:19:18.006","Closed"
"MATICUSDT","Cross","Short","0.52890000","0.53070000","11.00000000","11.00000000","-0.01980000","0E-8","-0.00290895","0E-8","2024-07-03 23:07:22.679","2024-07-03 23:15:08.374","Closed"
"MATICUSDT","Cross","Long","0.53150000","0.52990000","11.00000000","11.00000000","-0.01760000","0E-8","-0.00116930","0E-8","2024-07-03 22:50:51.535","2024-07-03 23:05:00.690","Closed"
"MATICUSDT","Cross","Long","0.53260000","0.53070000","11.00000000","11.00000000","-0.02090000","0E-8","-0.00292930","0E-8","2024-07-03 21:55:49.485","2024-07-03 22:21:08.807","Closed"
"MATICUSDT","Cross","Long","0.52970000","0.53170000","11.00000000","11.00000000","0.02200000","0E-8","-0.00291335","0E-8","2024-07-03 21:34:43.919","2024-07-03 21:45:45.745","Closed"
"MATICUSDT","Cross","Long","0.52900000","0.52740000","11.00000000","11.00000000","-0.01760000","0E-8","-0.00581020","0E-8","2024-07-03 21:07:47.786","2024-07-03 21:18:08.603","Closed"
"MATICUSDT","Cross","Short","0.52670000","0.52810000","11.00000000","11.00000000","-0.01540000","0E-8","-0.00289685","0E-8","2024-07-03 20:59:51.057","2024-07-03 21:01:55.264","Closed"
"MATICUSDT","Cross","Short","0.52910000","0.52700000","11.00000000","11.00000000","0.02310000","0E-8","-0.00116402","0E-8","2024-07-03 20:50:59.468","2024-07-03 20:56:28.845","Closed"
"MATICUSDT","Cross","Short","0.53010000","0.53180000","11.00000000","11.00000000","-0.01870000","0E-8","-0.00116622","0E-8","2024-07-03 19:07:50.488","2024-07-03 19:11:05.573","Closed"
"MATICUSDT","Cross","Short","0.53280000","0.52930000","11.00000000","11.00000000","0.03850000","0E-8","-0.00408331","0E-8","2024-07-03 18:49:48.473","2024-07-03 19:04:53.209","Closed"
"MATICUSDT","Cross","Long","0.53630000","0.53450000","11.00000000","11.00000000","-0.01980000","0E-8","-0.00117986","0E-8","2024-07-03 18:29:09.958","2024-07-03 18:44:04.479","Closed"
"MATICUSDT","Cross","Short","0.53860000","0.53670000","11.00000000","11.00000000","0.02090000","0E-8","-0.00118491","0E-8","2024-07-03 17:06:55.870","2024-07-03 17:32:00.497","Closed"
"MATICUSDT","Cross","Long","0.54070000","0.53870000","11.00000000","11.00000000","-0.02200000","0E-8","-0.00297385","0E-8","2024-07-03 16:55:46.998","2024-07-03 17:06:17.454","Closed"
"MATICUSDT","Cross","Short","0.53900000","0.54030000","11.00000000","11.00000000","-0.01430000","0E-8","-0.00296450","0E-8","2024-07-03 16:06:07.886","2024-07-03 16:23:59.877","Closed"
"MATICUSDT","Cross","Short","0.54520000","0.54680000","11.00000000","11.00000000","-0.01760000","0E-8","-0.00420684","0E-8","2024-07-03 12:14:21.319","2024-07-03 12:16:03.692","Closed"
"MATICUSDT","Cross","Long","0.55200000","0.55020000","11.00000000","11.00000000","-0.01980000","0E-8","-0.00303600","0E-8","2024-07-03 10:45:11.810","2024-07-03 11:01:43.757","Closed"
"MATICUSDT","Cross","Long","0.55030000","0.55200000","11.00000000","11.00000000","0.01870000","0E-8","-0.00121065","0E-8","2024-07-03 10:39:51.257","2024-07-03 10:45:04.766","Closed"
"MATICUSDT","Cross","Long","0.54830000","0.55040000","11.00000000","11.00000000","0.02310000","0E-8","-0.00604285","0E-8","2024-07-03 10:34:47.056","2024-07-03 10:39:38.033","Closed"
"MATICUSDT","Cross","Long","0.54620000","0.54840000","11.00000000","11.00000000","0.02420000","0E-8","-0.00120163","0E-8","2024-07-03 10:33:45.321","2024-07-03 10:34:35.354","Closed"
"MATICUSDT","Cross","Long","0.54840000","0.54580000","11.00000000","11.00000000","-0.02860000","0E-8","-0.00301620","0E-8","2024-07-03 10:32:34.590","2024-07-03 10:33:19.797","Closed"
"MATICUSDT","Cross","Long","0.54960000","0.54800000","11.00000000","11.00000000","-0.01760000","0E-8","-0.00120912","0E-8","2024-07-03 10:30:08.915","2024-07-03 10:31:17.363","Closed"
"MATICUSDT","Cross","Long","0.55160000","0.54980000","11.00000000","11.00000000","-0.01980000","0E-8","-0.00605770","0E-8","2024-07-03 10:18:38.622","2024-07-03 10:24:45.665","Closed"
"MATICUSDT","Cross","Short","0.55390000","0.55180000","11.00000000","11.00000000","0.02310000","0E-8","-0.00304645","0E-8","2024-07-03 10:13:28.708","2024-07-03 10:16:51.396","Closed"
"MATICUSDT","Cross","Short","0.55850000","0.55580000","11.00000000","11.00000000","0.02970000","0E-8","-0.00612865","0E-8","2024-07-03 09:40:28.735","2024-07-03 10:05:06.779","Closed"
"MATICUSDT","Cross","Long","0.56110000","0.56220000","11.00000000","11.00000000","0.01210000","0E-8","-0.00308605","0E-8","2024-07-02 08:46:22.767","2024-07-02 09:25:55.757","Closed"
"MATICUSDT","Cross","Short","0.55930000","0.56060000","11.00000000","11.00000000","-0.01430000","0.00061619","-0.00307615","0E-8","2024-07-02 07:40:47.720","2024-07-02 08:03:53.529","Closed"
"MATICUSDT","Cross","Short","0.56130000","0.55940000","11.00000000","11.00000000","0.02090000","0E-8","-0.00123486","0E-8","2024-07-02 07:11:02.060","2024-07-02 07:39:36.320","Closed"
"MATICUSDT","Cross","Short","0.55770000","0.55940000","11.00000000","11.00000000","-0.01870000","0E-8","-0.00430364","0E-8","2024-07-01 01:02:29.977","2024-07-01 01:05:45.932","Closed"
"MATICUSDT","Cross","Short","0.56150000","0.56290000","11.00000000","11.00000000","-0.01540000","0E-8","-0.00308825","0E-8","2024-06-30 22:53:24.875","2024-06-30 23:27:20.359","Closed"
"MATICUSDT","Cross","Short","0.56430000","0.56180000","11.00000000","11.00000000","0.02750000","0E-8","-0.00619355","0E-8","2024-06-30 22:45:18.909","2024-06-30 22:48:02.371","Closed"
"MATICUSDT","Cross","Short","0.56160000","0.56320000","11.00000000","11.00000000","-0.01760000","0E-8","-0.00123552","0E-8","2024-06-30 22:32:24.530","2024-06-30 22:34:05.063","Closed"
"MATICUSDT","Cross","Short","0.55280000","0.55440000","11.00000000","11.00000000","-0.01760000","0E-8","-0.00121616","0E-8","2024-06-30 19:02:44.565","2024-06-30 20:07:30.177","Closed"
"MATICUSDT","Cross","Short","0.54830000","0.54990000","11.00000000","11.00000000","-0.01760000","0E-8","-0.00120626","0E-8","2024-06-30 18:17:59.272","2024-06-30 18:38:21.918","Closed"
"MATICUSDT","Cross","Long","0.55080000","0.54930000","11.00000000","11.00000000","-0.01650000","0E-8","-0.00302940","0E-8","2024-06-30 17:22:07.180","2024-06-30 17:51:49.089","Closed"
"MATICUSDT","Cross","Short","0.54850000","0.55020000","11.00000000","11.00000000","-0.01870000","0E-8","-0.00301675","0E-8","2024-06-30 16:08:47.195","2024-06-30 17:19:45.788","Closed"
"MATICUSDT","Cross","Short","0.55270000","0.55040000","11.00000000","11.00000000","0.02530000","0E-8","-0.00121594","0E-8","2024-06-30 10:38:53.001","2024-06-30 11:10:33.254","Closed"
"MATICUSDT","Cross","Short","0.55690000","0.55430000","11.00000000","11.00000000","0.02860000","0E-8","-0.00122518","0E-8","2024-06-30 07:15:22.076","2024-06-30 07:52:20.671","Closed"
"MATICUSDT","Cross","Long","0.54880000","0.55160000","11.00000000","11.00000000","0.03080000","0E-8","-0.00301840","0E-8","2024-06-30 06:14:36.065","2024-06-30 07:01:52.770","Closed"
"MATICUSDT","Cross","Short","0.54640000","0.54800000","11.00000000","11.00000000","-0.01760000","0E-8","-0.00300520","0E-8","2024-06-30 05:13:31.254","2024-06-30 06:13:19.677","Closed"
"MATICUSDT","Cross","Long","0.54790000","0.54630000","11.00000000","11.00000000","-0.01760000","0E-8","-0.00120538","0E-8","2024-06-30 03:36:45.171","2024-06-30 05:13:24.665","Closed"
"MATICUSDT","Cross","Long","0.54910000","0.54760000","11.00000000","11.00000000","-0.01650000","0E-8","-0.00302005","0E-8","2024-06-30 01:32:30.764","2024-06-30 01:35:42.639","Closed"
